nr,certificate_number,registration_date,name,administrator,location,county
1,1,2004-06-15,Valea Azugii - Cabana Trifoi - Cabana Susai,Consiliul Județean Prahova,Munții Baiului,Prahova
2,2,2004-06-15,Cabana Limbășelu - Cabana Gârbova,Consiliul Județean Prahova,Munții Baiului,Prahova
3,3,2005-10-31,Cheia - Cabana Muntele Roșu - Cabana Vârful Ciucaș,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
4,4,2005-10-31,Cheia - Culmea Gropșoarele - Zăganu - Șaua La Răscuce - Șaua Chirușca,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
5,5,2005-10-31,Șaua La Răscruce - Cabana Muntele Roșu,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
6,6,2005-10-31,Șaua Chirușca - Cabana Vârful Ciucaș,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
7,7,2005-10-31,Cheia - Valea Berii - Cabana Vârful Ciucaș,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
8,8,2005-10-31,Cheia - Cheile Cheiței - Valea Berii,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
9,9,2005-10-31,Cabana Muntele Roșu - Valea Berii,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
10,10,2005-10-31,Cabana Vârful Ciucaș - Vârful Ciucaș - Culmea Bratocea - Pasul Bratocea,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
11,11,2005-10-31,Cheia - Pasul Bratocea,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
12,12,2005-10-31,Șaua La Răscruce - Valea Pârâului Alb - Poiana Valea Stânei,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
13,13,2005-10-31,Șaua Chirușca - Cheile Văii Stânei - Poiana Valea Stânei,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
14,14,2005-10-31,Șaua Chirușca - Culmea Văii Stânei - Pasul Boncuța - Tabla Buții,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
15,15,2005-10-31,Poiana Valea Stânei - Culmea Buzăianu - Cheia,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
16,16,2005-10-31,Poiana Valea Stânei - Valea Pârâului Sterp - Vârful Zăganu,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
17,17,2005-10-31,Cabana Ciucaș - Curmătura Stânei - Valea Strâmbu - Vama Buzăului,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
18,18,2005-10-31,Cabana Ciucaș - Șaua Tigăilor - Poiana Teslei - Piciorul Teslei - Podul Teslei,Consiliul Județean Prahova,Masivul Ciucaș,Prahova
19,19,2006-05-02,Sat Sebeș - Valea Sebeșului - Stâna din Groape - Șaua Comisului,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
20,20,2006-05-02,Sat Dejani - Valea Dejanilor - Curmătura Brătila,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
21,21,2006-05-02,Sat Breaza - Valea Pojorta - Plaiul Hoților - Cabana Urlea,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
22,22,2006-05-02,Sat Breaza - Colții Brezei - Cabana Urlea - Curmătura Moșului - Valea Urlei - Curmătura Zârnei,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
23,23,2006-05-02,Cabana Urlea - Curmătura Moșului - Vârful Urlea - Șaua Mogoțului,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
24,24,2006-05-02,Șaua Moșului - Lacul Urlea - Șaua Portița Lacului,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
25,25,2006-05-02,"Victoria - ""La Șipote"" - Muchia Tărâța - Cabana Podragu",Consiliul Județean Brașov,Masivul Făgăraș,Brașov
26,26,2006-05-02,Complex Turistic Sâmbăta - Cabana Valea Sâmbetei - Fereastra Mare a Sâmbetei,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
27,27,2006-05-02,Cabana Valea Sâmbetei - Piatra Caprei - La Crucea Ciobanului,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
28,28,2006-05-02,Valea Sâmbetei - Fereastra Mică a Sâmbetei,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
29,29,2006-05-02,La Cruce - Vârful Cheia Bândei - Șaua sub Vârful Cheia Bândei,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
30,30,2006-05-02,Mănăstirea Sâmbăta - Muchia Drăgușului - Căldarea Răcorele,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
31,31,2006-05-02,Sat Viștișoara - Lacul Viștișoara - Șaua Răcorele - Valea Sâmbetei,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
32,32,2006-05-02,Valea Sâmbetei (păstrăvărie) - Poiana Urzicii - Poiana La Comandă,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
33,33,2006-05-02,Valea Sâmbetei - Muchia Drăgușului - Poiana Lespezilor,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
34,34,2006-05-02,Victoria - Valea Viștea Mare - Șaua Portița Viștei,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
35,35,2006-05-02,Șaua Comisului - Vârful Viștea Mare - Șaua Podragului,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
36,36,2006-05-02,Cabana Plaiul Foii - Cantonul Rudărița - Vârful Văcarea - Șaua Comisului,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
37,37,2006-05-02,Cabana Plaiul Foii - Cantonul Rudărița - Valea Lerescu - Șaua Comisului,Consiliul Județean Brașov,Masivul Făgăraș,Brașov
38,38,2006-05-02,Zărnești - Refugiul Diana - Brâna Caprelor - Cabana Curmătura,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
39,39,2006-05-02,Refugiul Diana - Vârful Padina Popii - Vârful Ascuțit,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
40,40,2006-05-02,Zărnești - Valea Crăpăturii - Șaua Crăpăturii - Cabana Curmătura,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
41,41,2006-05-02,Râul Padina Hotarului - Vârful Turnu,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
42,42,2006-05-02,Râul Padina Șindrileriei - Vârful Turnu,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
43,43,2006-05-02,Cabana Plaiul Foii - Refugiul Șpirla - La Lanțuri - Șaua Grindului,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
44,44,2006-05-02,Zărnești - Fântâna lui Botorog - Valea Curmăturii - Cabana Curmătura,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
45,45,2006-05-02,Zărnești - Sat Peștera,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
46,46,2006-05-02,Zărnești - Prăpăstiile Zărneștilor - Cabana Curmătura,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
47,47,2006-05-02,Zărnești - Prăpăstiile Zărneștilor - La Table,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
48,48,2006-05-02,Poiana Zănoaga - Vârful Piatra Mică - Șaua Crăpătura - Cabana Curmătura,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
49,49,2006-05-02,Cabana Curmătura - Poiana Vlădușca - La Table,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
50,50,2006-05-02,Casa Folea - Prăpăstiile Zărneștilor - Valea Cheii - Cabana Curmătura,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
51,51,2006-05-02,Cabana Plaiul Foii - Curmătura Foii - Șaua Funduri,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
52,52,2006-05-02,Curmătura Pietrei Craiului - Vârful La Om - Șaua Funduri,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
53,53,2006-05-02,Șirnea - Podu Dâmboviței,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
54,54,2006-05-02,Șirnea - Săpături - Valea Seacă - Refugiul Grind,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
55,55,2006-05-02,Șirnea - Curmătura Gropilor,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
56,56,2006-05-02,Peștera - Casa Folea - Toancheș - Măgura Mică - Fântâna lui Botorog,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
57,57,2006-05-02,Peștera - Casa Folea - Valea Pietrelor - Șaua Joaca - Șaua Vlădușca - La Table,Consiliul Județean Brașov,Masivul Piatra Craiului,Brașov
58,58,2006-05-02,Fundata - Fundățica - Curmătura Fiarelor - Șaua Strunga,Consiliul Județean Brașov,Masivul Leaota,Brașov
59,59,2006-05-02,Plaiul lui Lom - Casa de Vânătoare Bângăleasa - Șaua Strunga,Consiliul Județean Brașov,Masivul Bucegi,Brașov
60,60,2006-05-02,Moieciu - Peștera Liliecilor - Casa Folea,Consiliul Județean Brașov,Masivul Bucegi,Brașov
61,61,2006-05-02,Moieciu - Casa de Vânătoare Bângăleasa - Plaiul Țapului - Șaua Bătrâna,Consiliul Județean Brașov,Masivul Bucegi,Brașov
62,62,2006-05-02,Moieciu de Sus - Valea Bângăleasa - Șaua Strunga,Consiliul Județean Brașov,Masivul Bucegi,Brașov
63,63,2006-05-02,Casa de Vânătoare Bângăleasa - Valea Gaura - Stâna Gaura,Consiliul Județean Brașov,Masivul Bucegi,Brașov
64,64,2006-05-02,Bran (Poarta) - Valea Clincea - Vârful Omul,Consiliul Județean Brașov,Masivul Bucegi,Brașov
65,65,2006-05-02,Bran (Poarta) - Valea Ciubotei - Vârful Omul,Consiliul Județean Brașov,Masivul Bucegi,Brașov
66,66,2006-05-02,Bran (Poarta) - Valea Gaura - Vârful Omul,Consiliul Județean Brașov,Masivul Bucegi,Brașov
67,67,2006-05-02,Bran - Casa de Vânătoare Bângăleasa - Șaua Strunga,Consiliul Județean Brașov,Masivul Bucegi,Brașov
68,68,2006-05-02,Șimon - Valea Șimonului - Valea Gaura - Stâna Gaura,Consiliul Județean Brașov,Masivul Bucegi,Brașov
69,69,2006-05-02,Vârful Omul - Drumul Grănicerilor - Muntele Doamnele - Șaua Bătrâna - Șaua Strunga,Consiliul Județean Brașov,Masivul Bucegi,Brașov
70,70,2006-05-02,Râșnov - Valea Glăjăriei - Cabana Mălăiești - Vârful Omul,Consiliul Județean Brașov,Masivul Bucegi,Brașov
71,71,2006-05-02,Cabana Mălăiești - Lacul Tigănești - Șaua Tigănești,Consiliul Județean Brașov,Masivul Bucegi,Brașov
72,72,2006-05-02,Cabana Mălăiești - Brâna Caprelor - Creasta Bucșoiului,Consiliul Județean Brașov,Masivul Bucegi,Brașov
73,73,2006-05-02,Poiana Pichetul Roșu - La Prepeleac - Cabana Mălăiești (Tache Ionescu),Consiliul Județean Brașov,Masivul Bucegi,Brașov
74,74,2006-05-02,Poiana Pichetul Roșu - La Prepeleac - Vârful Bucșoiul - Vârful Omul,Consiliul Județean Brașov,Masivul Bucegi,Brașov
75,75,2006-05-02,Cabana Cheia - Șaua Runcului - Uzina Veche,Consiliul Județean Brașov,Masivul Bucegi,Brașov
76,76,2006-05-02,Valea Glăjăriei - Poiana Frăsinet - Șipote (Crăcănel),Consiliul Județean Brașov,Masivul Bucegi,Brașov
77,77,2006-05-02,Cascada Șapte Izvoare - Valea Glăjăriei - Cabana Diham - Cabana Poiana Izvoarele,Consiliul Județean Brașov,Masivul Bucegi,Brașov
78,78,2006-05-02,Restaurant Cetate - Peștera Râșnoavei,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
79,79,2006-05-02,Cabana Aviatorilor - Poiana Cristianului - Drumul lui Lexen - Cristian,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
80,80,2006-05-02,Cabana Cheia - Cheile Râșnoavei - Spinarea Calului,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
81,81,2006-05-02,Piscul Lung - Valea Cheișoara - Cheile Râșnoavei,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
82,82,2006-05-02,Valea Poienii - Râpa Dracului - Valea Cheișoara,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
83,83,2006-05-02,Râșnov - Valea Cetății - Poiana Cristianului - Poiana Aviatorilor,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
84,84,2006-05-02,Cheile Râșnoavei - Cabana Trei Brazi,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
85,85,2006-05-02,Cheile Râșnoavei - Cabana Secuilor,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
86,86,2006-05-02,Râșnov - Peștera Râșnoavei - Cabana Aviatorilor,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
87,87,2006-05-02,Peștera Râșnoavei - Bisericuța Păgânilor - Piatra Scrisă,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
88,88,2006-05-02,Predeal - Valea Leucii - Cabana Diham,Consiliul Județean Brașov,Masivul Bucegi,Brașov
89,89,2006-05-02,Șipote (Crăcănel) - Pichetul Roșu,Consiliul Județean Brașov,Masivul Bucegi,Brașov
90,90,2006-05-02,Șipote (Crăcănel) - Șaua Baiului - Cabana Steaua,Consiliul Județean Brașov,Masivul Bucegi,Brașov
91,91,2006-05-02,Predeal - Cabana Trei Brazi - Poiana Secuilor - Spinarea Calului - Poiana Trei Fetițe,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
92,92,2006-05-02,Predeal - Cabana Timiș - Poiana Secuilor,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
93,93,2006-05-02,Predeal - Sanatoriu,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
94,94,2006-05-02,Șipote (Crăcănel) - Cabana Trei Brazi,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
95,95,2006-05-02,Cabana Pârâul Rece - Valea Pietrosul - Cabana Trei Brazi,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
96,96,2006-05-02,Timișul de Sus - Spinarea Calului - Cheile Râșnov,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
97,97,2006-05-02,Timișul de Jos - Piatra Crinului - Vârful Postăvarul,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
98,98,2006-05-02,Predeal (Cioplea) - Stâna Pietricica - Vârful Piatra Mare,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
99,99,2006-05-02,Timișul de Sus - Cascada Tamina - Vârful Piatra Mare,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
100,100,2006-05-02,Predeal (Cioplea) - Stâna Pietricica,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
101,101,2006-05-02,Predeal - Cabana Clăbucet Plecare,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
102,102,2006-05-02,Cabana Clăbucet Plecare - Cabana Susai,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
103,103,2006-05-02,Săcele (Turcheș) - Valea Gârcinului - Cabana Rențea,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
105,105,2006-05-02,Săcele (Gârcini) - Tâlfa - Cabana Rențea,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
106,106,2006-05-02,Camping Dârste - Cabana Bunloc - Valea Mușatului - Valea Gârcinului - Cabana Rențea,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
107,107,2006-05-02,Săcele (Baciu) - Cabana Bunloc - Peștera de Gheaţă - Cabana Piatra Mare,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
108,108,2006-05-02,Săcele (Turcheș) - Valea Gârcinului - Cabana Piatra Mare,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
109,109,2006-05-02,Cabana Dâmbul Morii - Canionul Șapte Scări - Cabana Piatra Mare,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
110,110,2006-05-02,Cabana Dâmbul Morii - Cabana Piatra Mare - Vârful Piatra Mare,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
111,111,2006-05-02,Cabana Piatra Mare - Piatra Scrisă - Stâna Pietricica - Vârful lui Andrei - Cabana Rențea,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
112,112,2006-05-02,Cabana Dâmbul Morii - Șirul Stâncilor - Piatra Mică,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
113,113,2006-05-02,Cabana Dâmbul Morii - Cabana Bunloc,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
114,114,2006-05-02,Canionul Șapte Scări - Prăpastia Urșilor,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
115,115,2006-05-02,Cabana Susai - Retevoiu - Cabana Rențea,Consiliul Județean Brașov,Masivul Piatra Mare,Brașov
116,116,2006-05-02,Cabana Babarunca - Piciorul Teslei,Consiliul Județean Brașov,Masivul Ciucaș,Brașov
117,117,2006-05-02,Podul Teslei - Șaua Țigăilor,Consiliul Județean Brașov,Masivul Ciucaș,Brașov
118,118,2006-05-02,Pasul Bratocea - Muchia Bratocea - Vârful Ciucaș - Cabana Ciucaș,Consiliul Județean Brașov,Masivul Ciucaș,Brașov
119,119,2006-05-02,Poiana Dălghiu - Plaiul Domnesc - Șaua Ciucaș - Vârful Ciucaș,Consiliul Județean Brașov,Masivul Ciucaș,Brașov
120,120,2006-05-02,Vama Buzăului - Poiana Dălghiu - Poiana Teslei,Consiliul Județean Brașov,Masivul Ciucaș,Brașov
121,121,2006-05-02,Vama Buzăului - Muntele Strâmbu - Piatra Laptelui - Izvorul Hoțului,Consiliul Județean Brașov,Masivul Ciucaș,Brașov
122,122,2006-05-02,Pietrele lui Solomon - Drumul Vechi - Restaurant Capra Neagră,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
123,123,2006-05-02,Pietrele lui Solomon - Poiana Nisipului - Poiana Drester - Poiana Ruia - Cabana Postăvarul - Poiana Trei Fetițe,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
124,124,2006-05-02,Pietrele lui Solomon - Drumul lui Gunesch - Valea Sticlăriei - Cabana Aviatorilor,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
125,125,2006-05-02,Restaurant Capra Neagră - Prăpastia Lupului - Izvorul din Pietriș - Cabana Postăvarul,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
126,126,2006-05-02,Poiana Brașov (Patinoar) - Vanga Mică - Cabana Postăvarul,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
127,127,2006-05-02,Poiana Brașov (Patinoar) - Vanga Mare - Avenul Groapa de Aur,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
128,128,2006-05-02,Poiana Ruia - Valea Lamba - Timișul de Jos,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
129,129,2006-05-02,Brașov (Prund) - Crucea Mucicoiului - Fântânița Popii - Poiana Ștechil,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
130,130,2006-05-02,Brașov (Magazinul Star) - Drumul Serpentinelor - Vârful Tâmpa,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
131,131,2006-05-02,Brașov (Magazinul Star) - Treptele Gabony - Vârful Tâmpa,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
132,132,2006-05-02,Brașov (Bastionul Țesătorilor) - Șaua Tâmpei - Poiana Ștechil - Crucurul Mare - Poiana Ruia - Cabana Postăvarul - Cabana Cristianul Mare - Vârful Postăvarul,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
133,133,2006-05-02,Brașov (Strada D. Gherea) - Izvorul lui Ion - Valea cu Apă - Poiana Brașov (Restaurant Poiana Ursului),Consiliul Județean Brașov,Masivul Postăvarul,Brașov
134,134,2006-05-02,Pietrele lui Solomon - Valea Dracului - KM 5 (Șosea Poiana) - Stejerișul Mare,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
135,135,2006-05-02,Dârste (Strada Cireșului) - Vârful Crucurul Mare,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
136,136,2006-05-02,Valea Cetății (Școala Generală nr. 4) - Kermen - Culmea Crucurului,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
137,137,2006-05-02,Poiana Brașov (Restaurant Poiana Ursului) - Vâlcelul lui Smautz - Poiana Drester - Peștera de Lapte - Culmea Crucurului - Refugiul Sulinar - Pârtia Bradul,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
138,138,2006-05-02,Poiana Brașov (Patinoar) - Pârtia Lupului - Valea Lungă - Poiana Cerbului,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
139,139,2006-05-02,Brașov (Livada Poștei) - Stejărișul Mic - Stejărișul Mare - Cabana Junilor,Consiliul Județean Brașov,Masivul Postăvarul,Brașov
140,140,2006-05-08,Stâna de Vale - Valea Iadului - Valea Cârligate - Valea Muncelaș - Vârful Piatra Craiului - Șaua Raia - Vârful Muncei - Culmea Muncelu - Culmea Baia Popii - Drumul Promenada Generalului,Consiliul Județean Bihor,Masivul Vlădeasa,Bihor
141,141,2006-05-08,Stâna de Vale - Șaua Băița - Șaua Mușunoaie - Valea Ieduțului - Cascada Săritoarea Ieduțului - Valea Iadei - Cascada Vălul Miresei,Consiliul Județean Bihor,Masivul Vlădeasa,Bihor
142,142,2006-05-08,Stâna de Vale - Pârtia Măgarul - Șaua Gusturii - Vârful Gusturii - Creasta Breasa - Golgota - Șaua Bohodei - Șaua Poieni - Baia Popii - Izvorul Minunilor,Consiliul Județean Bihor,Masivul Vlădeasa,Bihor
143,143,2006-05-08,Stâna de Vale - Șaua Băița - Șaua Mușunoaie - Vârful Dealul Mare - Vârful Dealul lui Ilie - Poiana Voievodeasa - Vârful Mermezii - Vârful Piatra Tisei - Poiana Bălințel - Vârful Plopișului - Valea Meziadului - Cantonul Silvic Meziad - Valea Sașa - Platoul Leucaș,Consiliul Județean Bihor,Masivul Vlădeasa,Bihor
144,144,2006-05-08,Cabana Meziad - Peștera Mezaid - Vârful Stogu - Vârful Piciorul Porcului - Valea Vâlcele - Pod peste Valea cu Cale - Camping Coada Lacului - Motelul Baraj Leșu,Consiliul Județean Bihor,Masivul Vlădeasa,Bihor
145,145,2006-05-08,Stâna de Vale - Aria Vulturilor - Poiana Muncei - Belvedere Raia - Vârful Piatra Calului - Poiana Drăgotanului - Stâna din Runc - Stâna din Izvor - Dealul Lupului - Dealul Sălătrucu - Motel Baraj Leșu,Consiliul Județean Bihor,Masivul Vlădeasa,Bihor
146,146,2006-05-08,Stâna de Vale - Izvorul Minunilor - Aria Vulturilor - Valea Drăganului - Cantonul Ciripa - Creasta Șuteanu - Valea Moara Dracului - Poiana Stânișoara - Vârful Piatra Tâlharului - Poiana Onceasa - Abruptul Brăiesei - Poiana Cuciulata - Poiana Vărășoaia,Consiliul Județean Bihor,Masivul Vlădeasa,Bihor
147,147,2006-05-08,Stâna de Vale - Izvorul Minunilor - Aria Vulturilor - Valea Drăganului - Cantonul Ciripa - Creasta  Șuteanu - Valea Moara Dracului - Cascada Moara Dracului,Consiliul Județean Bihor,Masivul Vlădeasa,Bihor
148,148,2006-05-08,Stâna de Vale - Poiana Baia Popii - Poiana Fâtânele - Măgura Plaiului - Plaiul Fericei - Dosul Măgurii - Dosul Rău - Dealul Runcului - Valea Gruhențului - Peștera Ferice - Satul Ferice,Consiliul Județean Bihor,Masivul Vlădeasa,Bihor
149,149,2006-05-08,Cabana Peștera - Peștera Caprei - Peștera Devenț I-III - Belvedere Terase - Belvedere Peretele Melcului - Malul Crișului Repede,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
150,150,2006-05-08,Cabana Peștera - Halta Peștera - Peștera Podireu I-II - Tăul Fără Fund - Peștera Casa Zmăului - Belvedere Peretele Zânelor - Belvedere Peștera Roșie - Belvedere Stanul Stupului - Tunel CFR - Malul Crișului Repede,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
151,151,2006-05-08,Cabana Peștera - Peștera Roșie - Stanul Stupului - Peștera Fugarilor - Peștera Baia Cocoșului,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
153,153,2006-05-08,"Cabana Peștera - Halta Peștera - Peștera Baia Cocoșului - Șuncuiuș - Tabăra ""Castel""Șuncuiuș - Poiana Frânturii - Valea Mișidului - Peștera Moanei",Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
154,154,2006-05-08,Cabana Peștera - Malul Crișului Repede - Belvedere Peretele Melcului - Dealul Popii - Valea Izbândișului - Șuncuiuș,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
155,155,2006-05-08,Șuncuiuș - Izbucul Izbândiș - Platoul Carstic Imașul Bătrânului - Peștera Bătrânului,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
156,156,2006-05-11,Angheluș - Poiana Răchitei - Poiana Ciomoz - Farcu Mare - Vârful Bodoc - Vârful Henter - Vârful Sarheghi - Dealul Burdei - Cărpiniș - Pasul Balvanyos,Consiliul Județean Covasna,Masivul Bodoc,Covasna
157,157,2006-05-11,Stația CFR Bodoc - Stația de Îmbuteliere Bodoc - Poiana Nisipoasa - Pasul Bodoc - Creasta Munților Bodoc,Consiliul Județean Covasna,Masivul Bodoc,Covasna
158,158,2006-05-11,Stația CFR Bixad - Murgul Mic - Ozunca-Băi,Consiliul Județean Covasna,Masivul Baraolt,Covasna
159,159,2006-05-11,Turia - Valea Iaidon - Canton Silvic - Dealul Burdei - Creasta Munților Bodoc,Consiliul Județean Covasna,Masivul Bodoc,Covasna
160,160,2006-05-11,Izvorul din Valea Zsombor - Pasul Balvanyos,Consiliul Județean Covasna,Masivul Turiei,Covasna
161,161,2006-05-11,Pasul Balvanyos - Peștera Puturosu - Tinovul Buffogo - Pasul Balvanyos,Consiliul Județean Covasna,Masivul Turiei,Covasna
162,162,2006-05-11,Balvanyos - Cetatea Balvanyos,Consiliul Județean Covasna,Masivul Turiei,Covasna
163,163,2006-05-11,Balvanyos - Lacul Sfânta Ana,Consiliul Județean Covasna,Masivul Bodoc,Covasna
164,164,2006-05-11,Lacul Sfânta Ana - Vârful Țețele,Consiliul Județean Covasna,Masivul Turiei,Covasna
165,165,2006-05-11,Băile Balvanyos - Pârâul Balvanyos - Dealul Mijlociu - Tinovul Buffogo,Consiliul Județean Covasna,Masivul Turiei,Covasna
166,166,2006-06-21,Sinaia - Cota 1400 - Cabana Vârful cu Dor - Cabana Valea Dorului - Șaua Laptici - Cabana Padina,Consiliul Județean Prahova,Masivul Bucegi,Prahova
166,166,2006-06-21,Sinaia - Cota 1400 - Cabana Vârful cu Dor - Cabana Valea Dorului - Șaua Laptici - Cabana Padina,Consiliul Județean Dâmbovița,Masivul Bucegi,Prahova
167,167,2006-06-21,Cabana Vârful cu Dor - Cota 2000 - Cabana Piatra Arsă - Cabana Babele - Cabana Vârful Omu,Consiliul Județean Prahova,Masivul Bucegi,Prahova
168,168,2006-06-21,Cabana Vârful cu Dor - Șaua Călugărului,Consiliul Județean Prahova,Masivul Bucegi,Prahova
169,169,2006-06-21,Cabana Vârful cu Dor - Cabana Valea Dorului - Blana - Cabana Zănoaga,Consiliul Județean Prahova,Masivul Bucegi,Prahova
169,169,2006-06-21,Cabana Vârful cu Dor - Cabana Valea Dorului - Blana - Cabana Zănoaga,Consiliul Județean Dâmbovița,Masivul Bucegi,Prahova
170,170,2006-06-21,Sinaia - Poiana Stanei Piciorul Pietrei Arse - Cabana Piatra Arsă - Hotelul Peștera,Consiliul Județean Prahova,Masivul Bucegi,Prahova
170,170,2006-06-21,Sinaia - Poiana Stanei Piciorul Pietrei Arse - Cabana Piatra Arsă - Hotelul Peștera,Consiliul Județean Dâmbovița,Masivul Bucegi,Prahova
171,171,2006-06-21,Bușteni - Cascada Urlătoarea,Consiliul Județean Prahova,Masivul Bucegi,Prahova
172,172,2006-06-21,Poiana Țapului - Cascada Urlătoarera,Consiliul Județean Prahova,Masivul Bucegi,Prahova
173,173,2006-06-21,Bușteni - Valea Jepilor Mari - Cantonul Jepi - Cabana Piatra Arsă,Consiliul Județean Prahova,Masivul Bucegi,Prahova
